generation,environment,reward,maintenance,environment_match,world_coherent,organism_coherent,world_self_distance,world_self_corridor,self_mediator_strength,self_reference_reachable,organism_recurrent_coupling,policy_to_self_coupling,recurrent_rho,self_model_closure,self_model_action_used,self_model_action_intervention,action_source,chosen_candidate_index,candidate_count,prediction_error,persistence_baseline_error,policy_change_norm,memory_slots,mean_resource,retained_fraction,export_fraction,self_model_excess_export_norm,self_model_excess_exports_total
66,self_world_C,0.4775608888091639,0.5204801048992997,0.26126604555393645,True,True,0.8248249250187644,True,0.21391917438733035,False,1.4866290786087328,0.7275251357396374,0.9956156466456312,False,False,False,model_free,1,2,0.005350354520073028,0.005924403390678384,0.036343305363507994,3,0.5324345326552082,0.9536389410388804,0.04636105896111968,0.0,0
67,self_world_C,0.48355060848612275,0.5177877500184802,0.2737448976051473,True,True,0.8212219504185153,True,0.214248565805289,False,1.4862530571918635,0.7278187653161493,0.995653682210284,False,False,False,model_free,0,2,0.00468547695245464,0.005307417259202751,0.036343305363507994,3,0.5296516836871678,0.953291850291113,0.04670814970888708,0.0,0
68,self_world_C,0.48296956037261085,0.5165653381486979,0.2737448976051473,True,True,0.8194822375916914,True,0.21443004520396242,False,1.485827786554701,0.7281022422979399,0.9956936556480219,False,False,False,model_free,0,2,0.000963088238377172,0.0007300583255696756,0.0,3,0.5283764424782461,0.9531767843222865,0.04682321567771363,0.0,0
69,self_world_C,0.4682544175901888,0.5150378621025887,0.2456470413224771,True,True,0.8187337816121665,True,0.21452547492412627,False,1.4883952833240501,0.726856606548147,0.9956932794723952,False,False,False,model_free,1,2,0.004470927864145675,0.005139169779030508,0.0520006346200635,3,0.5267576931739827,0.9529566723248915,0.047043327675108534,0.0,0
70,self_world_C,0.4830107930847145,0.51528732699116,0.2737448976051473,True,True,0.8177251535837394,True,0.21462569649280544,False,1.487758353073452,0.7269630737741344,0.9957228455754626,False,False,False,model_free,0,2,0.004357719970186344,0.005055383076134107,0.0520006346200635,3,0.5269778564213775,0.9530482377025545,0.046951762297445535,0.0,0
71,self_world_C,0.48304612306787853,0.5150372724953673,0.2737448976051473,True,True,0.8179298840944201,True,0.21462677541081202,False,1.48761233748911,0.7270854354566686,0.9957409506743321,False,False,False,model_free,0,2,0.0012893635225385888,0.00022819534921980758,0.0,3,0.5266793983922884,0.953059291409857,0.046940708590143,0.0,0
72,self_world_A,0.7306427719232285,0.5505920836263496,0.7329583978606303,True,True,0.9335510814911192,True,0.6023387191921388,False,1.4899587329329824,0.7284765548702612,0.9958488353270032,False,False,False,model_free,1,2,0.024035335689297836,0.03432128598826498,0.0887508045922735,3,0.562865696968393,0.9576960995926778,0.0423039004073222,0.0,0
73,self_world_A,0.7296875532666115,0.575653382585487,0.7191800885868572,True,True,0.9362436311428184,True,0.6059895636393142,False,1.4878454567164665,0.7278414351451065,0.9958981984139778,False,False,False,model_free,0,2,0.003693787477264796,0.013956584241048575,0.043099284389622114,3,0.588360656720966,0.9607631724059825,0.03923682759401745,0.0,0
74,self_world_A,0.7339429607364221,0.5926434519150473,0.7191800885868572,True,True,0.9395975199658068,True,0.6085075263569893,False,1.4874890184941298,0.7275317412795315,0.9959174587915323,False,False,False,model_free,0,2,0.00379205775417614,0.009439481402879871,8.673617379884035e-19,3,0.6056275107268528,0.9627150412198319,0.03728495878016812,0.0,0
75,self_world_A,0.7102963558720288,0.6034341864569375,0.6689279884734214,True,True,0.942515227354607,True,0.6101790466948495,False,1.4957031722777605,0.7547142956212969,0.9960950461403222,False,False,False,model_free,1,2,0.029360798450055153,0.029424200065231873,0.09888533261530795,3,0.616427599171456,0.9639724308345964,0.03602756916540362,0.0,0
76,self_world_A,0.7384908893535458,0.6114804618389118,0.7191800885868572,True,True,0.9447077300936045,True,0.6112343163221715,False,1.4939474475665693,0.7531128646090497,0.9960118612022936,False,False,False,model_free,0,2,0.025412534619022764,0.029178587003214275,0.09888533261530795,3,0.6246098412229119,0.9648140943666439,0.03518590563335593,0.0,0
77,self_world_A,0.739926211213632,0.6167381985163547,0.7191800885868572,True,True,0.9464051224887355,True,0.6120040398536246,False,1.493415013497833,0.75396448797361,0.9959934560449973,False,False,False,model_free,0,2,0.007769209951039041,0.0029230042044449287,4.336808689942018e-18,3,0.6299513813184802,0.9653490354216225,0.03465096457837731,0.0,0
78,self_world_A,0.7563760367102246,0.6205966036959505,0.7485596670888292,True,True,0.9475731659146769,True,0.6125026521856044,False,1.4925026849555847,0.774946574641107,0.9959738601410745,False,False,False,model_free,1,2,0.0276305850672127,0.02929423804561219,0.09452168940497997,3,0.6338831236479289,0.9657558059975196,0.03424419400248043,0.0,0
79,self_world_A,0.7487984394170959,0.622736036145093,0.7326693838905382,True,True,0.9484814729832117,True,0.6128731547392116,False,1.4903909825491088,0.7711384327774755,0.9958872204392764,False,False,False,model_free,0,2,0.01846059815591851,0.019551000682194182,0.0586034474310876,3,0.6360560933904539,0.965959628394684,0.034040371605316075,0.0,0
